Kanton,Kantonsname,Jahr,Treibstoff,DATA_Inverkehrsetzung,DATA_Bestand,DATA_Bevölkerung_Vorjahr,DATA_Inverkehrsetzung pro 1000,DATA_Bestand pro 1000
FR,Fribourg,2023,Gas (mono- und bivalent),2,252,334465.0,0.005979698922159269,0.7534420641920679
FR,Fribourg,2023,Ohne Motor,0,0,334465.0,0.0,0.0
FR,Fribourg,2023,Wasserstoff,0,6,334465.0,0.0,0.017939096766477806
FR,Fribourg,2024,Anderer,0,70,341537.0,0.0,0.20495583201820006
FR,Fribourg,2024,Benzin,3190,126851,341537.0,9.340130059115118,371.41217496200994
FR,Fribourg,2024,Benzin-elektrisch: Normal-Hybrid,3563,15445,341537.0,10.432251849726384,45.222040364587144
FR,Fribourg,2024,Benzin-elektrisch: Plug-in-Hybrid,740,4094,341537.0,2.166675938478115,11.986988232607303
FR,Fribourg,2024,Diesel,604,44396,341537.0,1.7684760362713263,129.9888445468573
FR,Fribourg,2024,Diesel-elektrisch: Normal-Hybrid,346,1537,341537.0,1.013067398261389,4.500244483028194
FR,Fribourg,2024,Diesel-elektrisch: Plug-in-Hybrid,15,86,341537.0,0.043919106861042875,0.2518028793366458
FR,Fribourg,2024,Elektrisch,1583,8246,341537.0,4.6349297440687245,24.143797011743967
FR,Fribourg,2024,Gas (mono- und bivalent),0,236,341537.0,0.0,0.6909939479470746
FR,Fribourg,2024,Ohne Motor,0,0,341537.0,0.0,0.0
FR,Fribourg,2024,Wasserstoff,0,6,341537.0,0.0,0.01756764274441715
GE,Genève,2010,Anderer,19,139,457715.0,0.04151054695607529,0.30368242246812976
GE,Genève,2010,Benzin,10579,178324,457715.0,23.112635592016865,389.59614607342996
GE,Genève,2010,Benzin-elektrisch: Normal-Hybrid,305,1171,457715.0,0.6663535169264717,2.558360551871798
GE,Genève,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,457715.0,0.0,0.0
GE,Genève,2010,Diesel,4730,36703,457715.0,10.33394142643348,80.18745289099112
GE,Genève,2010,Diesel-elektrisch: Normal-Hybrid,1,8,457715.0,0.00218476562926712,0.01747812503413696
GE,Genève,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,457715.0,0.0,0.0
GE,Genève,2010,Elektrisch,1,18,457715.0,0.00218476562926712,0.03932578132680816
GE,Genève,2010,Gas (mono- und bivalent),19,141,457715.0,0.04151054695607529,0.308051953726664
GE,Genève,2010,Ohne Motor,0,0,457715.0,0.0,0.0
GE,Genève,2010,Wasserstoff,0,0,457715.0,0.0,0.0
GE,Genève,2011,Anderer,55,195,457715.0,0.12016210960969162,0.4260292977070885
GE,Genève,2011,Benzin,11062,176088,457715.0,24.167877390952885,384.7110101263887
GE,Genève,2011,Benzin-elektrisch: Normal-Hybrid,350,1446,457715.0,0.7646679702434921,3.1591710999202562
GE,Genève,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,457715.0,0.0,0.0
GE,Genève,2011,Diesel,5262,40231,457715.0,11.496236741203589,87.89530603104552
GE,Genève,2011,Diesel-elektrisch: Normal-Hybrid,9,16,457715.0,0.01966289066340408,0.03495625006827392
GE,Genève,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,457715.0,0.0,0.0
GE,Genève,2011,Elektrisch,17,31,457715.0,0.037141015697541045,0.06772773450728073
GE,Genève,2011,Gas (mono- und bivalent),113,263,457715.0,0.24687851610718461,0.5745933604972527
GE,Genève,2011,Ohne Motor,0,0,457715.0,0.0,0.0
GE,Genève,2011,Wasserstoff,0,0,457715.0,0.0,0.0
GE,Genève,2012,Anderer,32,226,460534.0,0.06948455488628417,0.49073466888438205
GE,Genève,2012,Benzin,10363,173274,460534.0,22.502138821455095,376.24583635518763
GE,Genève,2012,Benzin-elektrisch: Normal-Hybrid,418,1797,460534.0,0.9076419982020871,3.9019920353328965
GE,Genève,2012,Benzin-elektrisch: Plug-in-Hybrid,1,1,460534.0,0.0021713923401963805,0.0021713923401963805
GE,Genève,2012,Diesel,5761,44094,460534.0,12.50939127187135,95.74537384861921
GE,Genève,2012,Diesel-elektrisch: Normal-Hybrid,35,51,460534.0,0.07599873190687333,0.11074100935001542
GE,Genève,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,460534.0,0.0,0.0
GE,Genève,2012,Elektrisch,43,53,460534.0,0.09336987062844437,0.11508379403040818
GE,Genève,2012,Gas (mono- und bivalent),12,270,460534.0,0.026056708082356567,0.5862759318530228
GE,Genève,2012,Ohne Motor,0,0,460534.0,0.0,0.0
GE,Genève,2012,Wasserstoff,0,0,460534.0,0.0,0.0
GE,Genève,2013,Anderer,12,237,463101.0,0.025912273996385238,0.5117674114286084
GE,Genève,2013,Benzin,10114,169600,463101.0,21.839728266620025,366.226805815578
GE,Genève,2013,Benzin-elektrisch: Normal-Hybrid,448,2187,463101.0,0.9673915625317155,4.72251193584121
GE,Genève,2013,Benzin-elektrisch: Plug-in-Hybrid,6,3,463101.0,0.012956136998192619,0.0064780684990963094
GE,Genève,2013,Diesel,4913,46790,463101.0,10.60891684535339,101.03627502423878
GE,Genève,2013,Diesel-elektrisch: Normal-Hybrid,47,75,463101.0,0.10148973981917551,0.16195171247740775
GE,Genève,2013,Diesel-elektrisch: Plug-in-Hybrid,4,3,463101.0,0.008637424665461746,0.0064780684990963094
GE,Genève,2013,Elektrisch,34,85,463101.0,0.07341810965642484,0.18354527414106211
GE,Genève,2013,Gas (mono- und bivalent),30,295,463101.0,0.0647806849909631,0.6370100690778038
GE,Genève,2013,Ohne Motor,0,0,463101.0,0.0,0.0
GE,Genève,2013,Wasserstoff,0,0,463101.0,0.0,0.0
GE,Genève,2014,Anderer,2,227,469433.0,0.004260458894027475,0.48356208447211846
GE,Genève,2014,Benzin,9661,166747,469433.0,20.580146687599722,355.20936960119974
GE,Genève,2014,Benzin-elektrisch: Normal-Hybrid,374,2509,469433.0,0.796705813183138,5.344745682557469
GE,Genève,2014,Benzin-elektrisch: Plug-in-Hybrid,24,24,469433.0,0.05112550672832971,0.05112550672832971
GE,Genève,2014,Diesel,4645,49552,469433.0,9.894915781378813,105.55712955842473
GE,Genève,2014,Diesel-elektrisch: Normal-Hybrid,43,102,469433.0,0.09159986622159073,0.21728340359540127
GE,Genève,2014,Diesel-elektrisch: Plug-in-Hybrid,4,7,469433.0,0.00852091778805495,0.014911606129096165
GE,Genève,2014,Elektrisch,76,144,469433.0,0.16189743797304407,0.30675304036997825
GE,Genève,2014,Gas (mono- und bivalent),15,324,469433.0,0.031953441705206066,0.6901943408324511
GE,Genève,2014,Ohne Motor,0,0,469433.0,0.0,0.0
GE,Genève,2014,Wasserstoff,0,0,469433.0,0.0,0.0
GE,Genève,2015,Anderer,0,219,477385.0,0.0,0.45874922756265907
GE,Genève,2015,Benzin,11027,165314,477385.0,23.098756768645853,346.29072970453615
GE,Genève,2015,Benzin-elektrisch: Normal-Hybrid,413,2899,477385.0,0.8651298218419096,6.072666715544058
GE,Genève,2015,Benzin-elektrisch: Plug-in-Hybrid,81,84,477385.0,0.16967437183824377,0.1759586078322528
GE,Genève,2015,Diesel,4838,51943,477385.0,10.134377913005228,108.80735674560366
GE,Genève,2015,Diesel-elektrisch: Normal-Hybrid,38,120,477385.0,0.07960032259078104,0.25136943976036114
GE,Genève,2015,Diesel-elektrisch: Plug-in-Hybrid,10,11,477385.0,0.020947453313363427,0.02304219864469977
GE,Genève,2015,Elektrisch,144,266,477385.0,0.30164332771243335,0.5572022581354672
GE,Genève,2015,Gas (mono- und bivalent),18,287,477385.0,0.03770541596405417,0.6011919100935305
GE,Genève,2015,Ohne Motor,0,0,477385.0,0.0,0.0
GE,Genève,2015,Wasserstoff,0,0,477385.0,0.0,0.0
GE,Genève,2016,Anderer,0,208,484736.0,0.0,0.42909955109585424
GE,Genève,2016,Benzin,10774,163990,484736.0,22.226531555320836,338.3078624240824
GE,Genève,2016,Benzin-elektrisch: Normal-Hybrid,359,3333,484736.0,0.7406093213625561,6.875907710588857
GE,Genève,2016,Benzin-elektrisch: Plug-in-Hybrid,123,202,484736.0,0.2537463691576446,0.4167216794296277
GE,Genève,2016,Diesel,4182,53220,484736.0,8.627376551359916,109.79172167942963
GE,Genève,2016,Diesel-elektrisch: Normal-Hybrid,23,135,484736.0,0.0474485080538685,0.2785021124900977
GE,Genève,2016,Diesel-elektrisch: Plug-in-Hybrid,0,14,484736.0,0.0,0.028881700554528652
GE,Genève,2016,Elektrisch,162,397,484736.0,0.33420253498811725,0.8190025085819911
GE,Genève,2016,Gas (mono- und bivalent),11,258,484736.0,0.02269276472141537,0.5322484816477422
GE,Genève,2016,Ohne Motor,0,0,484736.0,0.0,0.0
GE,Genève,2016,Wasserstoff,0,0,484736.0,0.0,0.0
GE,Genève,2017,Anderer,0,205,489524.0,0.0,0.41877415611900537
GE,Genève,2017,Benzin,10836,162781,489524.0,22.13578905222216,332.5291507668674
GE,Genève,2017,Benzin-elektrisch: Normal-Hybrid,441,3778,489524.0,0.9008751358462507,7.717701277159036
GE,Genève,2017,Benzin-elektrisch: Plug-in-Hybrid,208,403,489524.0,0.4249025584036738,0.8232487069071179
GE,Genève,2017,Diesel,3627,53575,489524.0,7.409238362164061,109.44305080036933
GE,Genève,2017,Diesel-elektrisch: Normal-Hybrid,7,135,489524.0,0.014299605330892867,0.2757781028100767
GE,Genève,2017,Diesel-elektrisch: Plug-in-Hybrid,2,15,489524.0,0.004085601523112248,0.030642011423341862
GE,Genève,2017,Elektrisch,214,560,489524.0,0.43715936297301056,1.1439684264714294
GE,Genève,2017,Gas (mono- und bivalent),15,262,489524.0,0.030642011423341862,0.5352137995277044
GE,Genève,2017,Ohne Motor,0,0,489524.0,0.0,0.0
GE,Genève,2017,Wasserstoff,0,0,489524.0,0.0,0.0
GE,Genève,2018,Anderer,0,192,495249.0,0.0,0.3876837711938843
GE,Genève,2018,Benzin,10386,161452,495249.0,20.97126899801918,326.00166784789064
GE,Genève,2018,Benzin-elektrisch: Normal-Hybrid,559,4303,495249.0,1.1287251463405277,8.688558684621272
GE,Genève,2018,Benzin-elektrisch: Plug-in-Hybrid,234,666,495249.0,0.4724895961425465,1.3447780813287862
GE,Genève,2018,Diesel,2633,52699,495249.0,5.3165175497577986,106.40909926117972
GE,Genève,2018,Diesel-elektrisch: Normal-Hybrid,40,145,495249.0,0.08076745233205923,0.2927820147037147
GE,Genève,2018,Diesel-elektrisch: Plug-in-Hybrid,3,15,495249.0,0.006057558924904442,0.030287794624522208
GE,Genève,2018,Elektrisch,217,730,495249.0,0.4381634289014213,1.474006005060081
GE,Genève,2018,Gas (mono- und bivalent),20,289,495249.0,0.040383726166029615,0.5835448430991279
GE,Genève,2018,Ohne Motor,0,0,495249.0,0.0,0.0
GE,Genève,2018,Wasserstoff,0,0,495249.0,0.0,0.0
GE,Genève,2019,Anderer,1,185,499480.0,0.00200208216545207,0.370385200608633
GE,Genève,2019,Benzin,9768,159641,499480.0,19.556338592135823,319.6143989749339
GE,Genève,2019,Benzin-elektrisch: Normal-Hybrid,1224,5257,499480.0,2.450548570513334,10.524945943781534
GE,Genève,2019,Benzin-elektrisch: Plug-in-Hybrid,269,915,499480.0,0.5385601025066068,1.8319051813886442
GE,Genève,2019,Diesel,1940,51578,499480.0,3.884039400977016,103.26339392968688
GE,Genève,2019,Diesel-elektrisch: Normal-Hybrid,122,248,499480.0,0.24425402418515255,0.49651637703211343
GE,Genève,2019,Diesel-elektrisch: Plug-in-Hybrid,0,18,499480.0,0.0,0.03603747897813726
GE,Genève,2019,Elektrisch,525,1080,499480.0,1.0510931368623369,2.162248738688236
GE,Genève,2019,Gas (mono- und bivalent),31,297,499480.0,0.06206454712901418,0.5946184031392648
GE,Genève,2019,Ohne Motor,0,0,499480.0,0.0,0.0
GE,Genève,2019,Wasserstoff,0,0,499480.0,0.0,0.0
GE,Genève,2020,Anderer,0,173,504128.0,0.0,0.34316681477719946
GE,Genève,2020,Benzin,6465,158033,504128.0,12.824124031991875,313.4779262409547
GE,Genève,2020,Benzin-elektrisch: Normal-Hybrid,1728,6725,504128.0,3.427700901358385,13.339866065761075
GE,Genève,2020,Benzin-elektrisch: Plug-in-Hybrid,756,1451,504128.0,1.4996191443442934,2.878237273073505
GE,Genève,2020,Diesel,1132,50169,504128.0,2.245461470102831,99.51639266218103
GE,Genève,2020,Diesel-elektrisch: Normal-Hybrid,151,392,504128.0,0.2995271042274978,0.7775802970674114
GE,Genève,2020,Diesel-elektrisch: Plug-in-Hybrid,8,23,504128.0,0.01586898565443697,0.04562333375650628
GE,Genève,2020,Elektrisch,820,1672,504128.0,1.6265710295797893,3.3166180017773264
GE,Genève,2020,Gas (mono- und bivalent),13,314,504128.0,0.025787101688460073,0.622857686936651
GE,Genève,2020,Ohne Motor,0,0,504128.0,0.0,0.0
GE,Genève,2020,Wasserstoff,0,0,504128.0,0.0,0.0
GE,Genève,2021,Anderer,1,177,506343.0,0.001974945837110417,0.34956541316854384
GE,Genève,2021,Benzin,5067,154117,506343.0,10.007050556638484,304.3727275779462
GE,Genève,2021,Benzin-elektrisch: Normal-Hybrid,2415,9089,506343.0,4.7694941966216575,17.950282713496584
GE,Genève,2021,Benzin-elektrisch: Plug-in-Hybrid,1370,2747,506343.0,2.7056757968412715,5.425176214542317
GE,Genève,2021,Diesel,772,47911,506343.0,1.524658186249242,94.6216300017972
GE,Genève,2021,Diesel-elektrisch: Normal-Hybrid,319,710,506343.0,0.6300077220382231,1.4022115443483962
GE,Genève,2021,Diesel-elektrisch: Plug-in-Hybrid,29,43,506343.0,0.057273429276202104,0.08492267099574793
GE,Genève,2021,Elektrisch,1113,2725,506343.0,2.1981147167038944,5.381727406125886
GE,Genève,2021,Gas (mono- und bivalent),6,326,506343.0,0.011849675022662503,0.6438323428979961
GE,Genève,2021,Ohne Motor,0,0,506343.0,0.0,0.0
GE,Genève,2021,Wasserstoff,1,1,506343.0,0.001974945837110417,0.001974945837110417
GE,Genève,2022,Anderer,0,166,509448.0,0.0,0.32584287307046056
GE,Genève,2022,Benzin,4441,148922,509448.0,8.71727830907178,292.3203153216815
GE,Genève,2022,Benzin-elektrisch: Normal-Hybrid,2661,11807,509448.0,5.2233005134969615,23.176065074354987
GE,Genève,2022,Benzin-elektrisch: Plug-in-Hybrid,995,4005,509448.0,1.953094329548845,7.861450040043341
GE,Genève,2022,Diesel,744,45540,509448.0,1.4604042021953174,89.39087011824563
GE,Genève,2022,Diesel-elektrisch: Normal-Hybrid,398,1083,509448.0,0.7812377318195379,2.1258303104536673
GE,Genève,2022,Diesel-elektrisch: Plug-in-Hybrid,10,66,509448.0,0.01962908873918437,0.12955198567861684
GE,Genève,2022,Elektrisch,1269,3907,509448.0,2.4909313610024966,7.669084970399334
GE,Genève,2022,Gas (mono- und bivalent),1,317,509448.0,0.0019629088739184374,0.6222421130321446
GE,Genève,2022,Ohne Motor,0,0,509448.0,0.0,0.0
GE,Genève,2022,Wasserstoff,0,1,509448.0,0.0,0.0019629088739184374
GE,Genève,2023,Anderer,0,160,514114.0,0.0,0.3112150223491288
GE,Genève,2023,Benzin,3885,145024,514114.0,7.556689761414784,282.0852962572503
GE,Genève,2023,Benzin-elektrisch: Normal-Hybrid,2963,14440,514114.0,5.763313195127928,28.087155767008873
GE,Genève,2023,Benzin-elektrisch: Plug-in-Hybrid,1353,5108,514114.0,2.6317120327398205,9.935539588495937
GE,Genève,2023,Diesel,604,43220,514114.0,1.174836709367961,84.06695791205841
GE,Genève,2023,Diesel-elektrisch: Normal-Hybrid,381,1476,514114.0,0.7410807719688629,2.870958581170713
GE,Genève,2023,Diesel-elektrisch: Plug-in-Hybrid,13,87,514114.0,0.025286220565866713,0.16922316840233878
GE,Genève,2023,Elektrisch,1537,5160,514114.0,2.9896093084413184,10.036684470759404
GE,Genève,2023,Gas (mono- und bivalent),5,321,514114.0,0.009725469448410275,0.6243751385879397
GE,Genève,2023,Ohne Motor,0,0,514114.0,0.0,0.0
GE,Genève,2023,Wasserstoff,0,1,514114.0,0.0,0.001945093889682055
GE,Genève,2024,Anderer,0,154,524410.0,0.0,0.2936633550084857
GE,Genève,2024,Benzin,3224,140245,524410.0,6.147861406151675,267.43387807250053
GE,Genève,2024,Benzin-elektrisch: Normal-Hybrid,3970,18091,524410.0,7.5704124635304435,34.49781659388646
GE,Genève,2024,Benzin-elektrisch: Plug-in-Hybrid,1332,6338,524410.0,2.5399973303331365,12.085963273011576
GE,Genève,2024,Diesel,454,40651,524410.0,0.8657348258042371,77.51759119772697
GE,Genève,2024,Diesel-elektrisch: Normal-Hybrid,410,1922,524410.0,0.781831010087527,3.6650712228981144
GE,Genève,2024,Diesel-elektrisch: Plug-in-Hybrid,14,105,524410.0,0.026696668637135067,0.20022501477851298
GE,Genève,2024,Elektrisch,1420,6474,524410.0,2.707804961766557,12.345302339772315
GE,Genève,2024,Gas (mono- und bivalent),0,308,524410.0,0.0,0.5873267100169715
GE,Genève,2024,Ohne Motor,0,0,524410.0,0.0,0.0
GE,Genève,2024,Wasserstoff,0,2,524410.0,0.0,0.0038138098053050093
GL,Glarus,2010,Anderer,0,15,38608.0,0.0,0.388520513883133
GL,Glarus,2010,Benzin,923,16654,38608.0,23.906962287608785,431.3613758806465
GL,Glarus,2010,Benzin-elektrisch: Normal-Hybrid,9,47,38608.0,0.23311230832987984,1.2173642768338169
GL,Glarus,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,38608.0,0.0,0.0
GL,Glarus,2010,Diesel,382,3906,38608.0,9.894322420223789,101.17074181516784
GL,Glarus,2010,Diesel-elektrisch: Normal-Hybrid,0,0,38608.0,0.0,0.0
GL,Glarus,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,38608.0,0.0,0.0
GL,Glarus,2010,Elektrisch,0,0,38608.0,0.0,0.0
GL,Glarus,2010,Gas (mono- und bivalent),1,29,38608.0,0.025901367592208867,0.7511396601740572
GL,Glarus,2010,Ohne Motor,0,0,38608.0,0.0,0.0
GL,Glarus,2010,Wasserstoff,0,0,38608.0,0.0,0.0
GL,Glarus,2011,Anderer,2,18,38608.0,0.051802735184417734,0.46622461665975967
GL,Glarus,2011,Benzin,990,16732,38608.0,25.64235391628678,433.38168255283875
GL,Glarus,2011,Benzin-elektrisch: Normal-Hybrid,12,62,38608.0,0.31081641110650643,1.60588479071695
GL,Glarus,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,38608.0,0.0,0.0
GL,Glarus,2011,Diesel,493,4398,38608.0,12.769374222958973,113.9142146705346
GL,Glarus,2011,Diesel-elektrisch: Normal-Hybrid,0,0,38608.0,0.0,0.0
GL,Glarus,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,38608.0,0.0,0.0
GL,Glarus,2011,Elektrisch,1,1,38608.0,0.025901367592208867,0.025901367592208867
GL,Glarus,2011,Gas (mono- und bivalent),0,31,38608.0,0.0,0.802942395358475
GL,Glarus,2011,Ohne Motor,0,0,38608.0,0.0,0.0
GL,Glarus,2011,Wasserstoff,0,0,38608.0,0.0,0.0
GL,Glarus,2012,Anderer,2,20,39217.0,0.05099829155723283,0.5099829155723283
GL,Glarus,2012,Benzin,978,16655,39217.0,24.93816457148686,424.68827294285643
GL,Glarus,2012,Benzin-elektrisch: Normal-Hybrid,15,76,39217.0,0.38248718667924625,1.9379350791748478
GL,Glarus,2012,Benzin-elektrisch: Plug-in-Hybrid,0,0,39217.0,0.0,0.0
GL,Glarus,2012,Diesel,609,5034,39217.0,15.528979779177398,128.36269984955504
GL,Glarus,2012,Diesel-elektrisch: Normal-Hybrid,1,1,39217.0,0.025499145778616415,0.025499145778616415
GL,Glarus,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,39217.0,0.0,0.0
GL,Glarus,2012,Elektrisch,5,5,39217.0,0.12749572889308208,0.12749572889308208
GL,Glarus,2012,Gas (mono- und bivalent),0,31,39217.0,0.0,0.790473519137109
GL,Glarus,2012,Ohne Motor,0,0,39217.0,0.0,0.0
GL,Glarus,2012,Wasserstoff,0,0,39217.0,0.0,0.0
GL,Glarus,2013,Anderer,0,21,39369.0,0.0,0.5334146155604664
GL,Glarus,2013,Benzin,907,16410,39369.0,23.03843125301633,416.82542101653587
GL,Glarus,2013,Benzin-elektrisch: Normal-Hybrid,14,94,39369.0,0.35560974370697757,2.3876654220325637
GL,Glarus,2013,Benzin-elektrisch: Plug-in-Hybrid,0,0,39369.0,0.0,0.0
GL,Glarus,2013,Diesel,605,5647,39369.0,15.367421067337244,143.4377301938073
GL,Glarus,2013,Diesel-elektrisch: Normal-Hybrid,5,6,39369.0,0.12700347989534913,0.15240417587441896
GL,Glarus,2013,Diesel-elektrisch: Plug-in-Hybrid,1,0,39369.0,0.025400695979069826,0.0
GL,Glarus,2013,Elektrisch,5,9,39369.0,0.12700347989534913,0.22860626381162844
GL,Glarus,2013,Gas (mono- und bivalent),6,38,39369.0,0.15240417587441896,0.9652264472046534
GL,Glarus,2013,Ohne Motor,0,0,39369.0,0.0,0.0
GL,Glarus,2013,Wasserstoff,0,0,39369.0,0.0,0.0
GL,Glarus,2014,Anderer,1,23,39593.0,0.02525698987194706,0.5809107670547824
GL,Glarus,2014,Benzin,806,16198,39593.0,20.35713383678933,409.1127219457985
GL,Glarus,2014,Benzin-elektrisch: Normal-Hybrid,13,108,39593.0,0.3283408683353118,2.727754906170283
GL,Glarus,2014,Benzin-elektrisch: Plug-in-Hybrid,1,1,39593.0,0.02525698987194706,0.02525698987194706
GL,Glarus,2014,Diesel,521,6179,39593.0,13.15889172328442,156.0629404187609
GL,Glarus,2014,Diesel-elektrisch: Normal-Hybrid,0,6,39593.0,0.0,0.15154193923168235
GL,Glarus,2014,Diesel-elektrisch: Plug-in-Hybrid,2,2,39593.0,0.05051397974389412,0.05051397974389412
GL,Glarus,2014,Elektrisch,9,18,39593.0,0.22731290884752356,0.4546258176950471
GL,Glarus,2014,Gas (mono- und bivalent),3,37,39593.0,0.07577096961584118,0.9345086252620413
GL,Glarus,2014,Ohne Motor,0,0,39593.0,0.0,0.0
GL,Glarus,2014,Wasserstoff,0,0,39593.0,0.0,0.0
GL,Glarus,2015,Anderer,0,22,39794.0,0.0,0.5528471628888777
GL,Glarus,2015,Benzin,794,16011,39794.0,19.952756696989496,402.3470875006283
GL,Glarus,2015,Benzin-elektrisch: Normal-Hybrid,36,121,39794.0,0.9046589938181635,3.0406593958888277
GL,Glarus,2015,Benzin-elektrisch: Plug-in-Hybrid,5,5,39794.0,0.12564708247474493,0.12564708247474493
GL,Glarus,2015,Diesel,622,6772,39794.0,15.630497059858271,170.17640850379453
GL,Glarus,2015,Diesel-elektrisch: Normal-Hybrid,1,6,39794.0,0.02512941649494899,0.15077649896969392
GL,Glarus,2015,Diesel-elektrisch: Plug-in-Hybrid,1,1,39794.0,0.02512941649494899,0.02512941649494899
GL,Glarus,2015,Elektrisch,19,35,39794.0,0.47745891340403074,0.8795295773232145
GL,Glarus,2015,Gas (mono- und bivalent),9,40,39794.0,0.22616474845454088,1.0051766597979594
GL,Glarus,2015,Ohne Motor,0,0,39794.0,0.0,0.0
GL,Glarus,2015,Wasserstoff,0,0,39794.0,0.0,0.0
GL,Glarus,2016,Anderer,0,21,40028.0,0.0,0.524632757070051
GL,Glarus,2016,Benzin,676,15779,40028.0,16.888178275207352,394.19906065753975
GL,Glarus,2016,Benzin-elektrisch: Normal-Hybrid,32,143,40028.0,0.799440391725792,3.572499250524633
GL,Glarus,2016,Benzin-elektrisch: Plug-in-Hybrid,11,12,40028.0,0.274807634655741,0.299790146897172
GL,Glarus,2016,Diesel,573,7179,40028.0,14.314979514339962,179.34945538123316
GL,Glarus,2016,Diesel-elektrisch: Normal-Hybrid,0,9,40028.0,0.0,0.224842610172879
GL,Glarus,2016,Diesel-elektrisch: Plug-in-Hybrid,0,2,40028.0,0.0,0.049965024482862
GL,Glarus,2016,Elektrisch,9,44,40028.0,0.224842610172879,1.099230538622964
GL,Glarus,2016,Gas (mono- und bivalent),12,42,40028.0,0.299790146897172,1.049265514140102
GL,Glarus,2016,Ohne Motor,0,0,40028.0,0.0,0.0
GL,Glarus,2016,Wasserstoff,0,0,40028.0,0.0,0.0
GL,Glarus,2017,Anderer,0,21,40147.0,0.0,0.5230776894911202
GL,Glarus,2017,Benzin,771,15550,40147.0,19.204423742745412,387.32657483747226
GL,Glarus,2017,Benzin-elektrisch: Normal-Hybrid,41,198,40147.0,1.0212469175779013,4.931875358059132
GL,Glarus,2017,Benzin-elektrisch: Plug-in-Hybrid,4,21,40147.0,0.09963384561735622,0.5230776894911202
GL,Glarus,2017,Diesel,523,7596,40147.0,13.027125314469327,189.20467282735945
GL,Glarus,2017,Diesel-elektrisch: Normal-Hybrid,1,10,40147.0,0.024908461404339055,0.24908461404339052
GL,Glarus,2017,Diesel-elektrisch: Plug-in-Hybrid,1,2,40147.0,0.024908461404339055,0.04981692280867811
GL,Glarus,2017,Elektrisch,17,52,40147.0,0.4234438438737639,1.2952399930256309
GL,Glarus,2017,Gas (mono- und bivalent),8,55,40147.0,0.19926769123471244,1.369965377238648
GL,Glarus,2017,Ohne Motor,0,0,40147.0,0.0,0.0
GL,Glarus,2017,Wasserstoff,0,0,40147.0,0.0,0.0
GL,Glarus,2018,Anderer,0,16,40349.0,0.0,0.3965401868695631
